jurisdiction,source_type,official_code,activity_name,activity_name_normalized,official_category,official_status,official_risk_rating,official_industry_risk,official_dnfbp,official_third_party,official_when,official_notes,raw_payload,source_row_hash
Meydan,api,4759.03,"Retail Sale Of Household Utensils And Cutlery, Crockery, Glassware, China And Pottery",retail sale of household utensils and cutlery crockery glassware china and pottery,Trading,Active,Low,No,No,,,,"{'SN': 472, 'Category': 'Trading', 'Group': 475, 'Code': '4759.03', 'Activity Name': 'Retail Sale Of Household Utensils And Cutlery, Crockery, Glassware, China And Pottery', 'النشاط': 'بيع الاواني المنزلية وادوات المائدة والخزفيات والاواني الزجاجية والصيني والاواني الفخارية بالتجزئة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",228730d3edb12f8db9f2f9611266202a298f96a31fb85007fc5016a3189a3206
Meydan,api,4759.04,"Retail Sale Of Wooden, Cork And Wickerwork Goods",retail sale of wooden cork and wickerwork goods,Trading,Active,Low,No,No,,,,"{'SN': 473, 'Category': 'Trading', 'Group': 475, 'Code': '4759.04', 'Activity Name': 'Retail Sale Of Wooden, Cork And Wickerwork Goods', 'النشاط': 'بيع السلع الخشبية والمصنوعة من الفلّين والخوص بالتجزئة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",4e480009a2821a5e94e54b5a9c02bfee893b20c711b6a6458205d8374b7d293e
Meydan,api,4759.05,Retail Sale Of Household Appliances,retail sale of household appliances,Trading,Active,Low,No,No,,,,"{'SN': 474, 'Category': 'Trading', 'Group': 475, 'Code': '4759.05', 'Activity Name': 'Retail Sale Of Household Appliances', 'النشاط': 'بيع الاجهزة المنزلية بالتجزئة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",3d15f5d08a02ac1fd8fb6d6fb18bea771afdf7ac31a2f64144400b70dbd58e6f
Meydan,api,4759.06,Retail Sale Of Musical Instruments And Scores,retail sale of musical instruments and scores,Trading,Active,Low,No,No,,,,"{'SN': 475, 'Category': 'Trading', 'Group': 475, 'Code': '4759.06', 'Activity Name': 'Retail Sale Of Musical Instruments And Scores', 'النشاط': 'بيع الادوات الموسيقية والمدّونات الموسيقية بالتجزئة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",a412c018056739b98e480db6d4b681c56849e7a7a98ba41a5bea5c704b5f03a3
Meydan,api,4759.07,"Retail Sale Of Security Systems, Such As Locking Devices, Safes, And Vaults, Without Installation Or Maintenance Services",retail sale of security systems such as locking devices safes and vaults without installation or maintenance service,Trading,Active,Low,No,No,,,,"{'SN': 476, 'Category': 'Trading', 'Group': 475, 'Code': '4759.07', 'Activity Name': 'Retail Sale Of Security Systems, Such As Locking Devices, Safes, And Vaults, Without Installation Or Maintenance Services', 'النشاط': 'بيع اجهزة الامان بالتجزئة، مثل الاقفال والخزائن، دون تركيب او خدمات صيانة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",07dcc0b3a29407eefffcf2b9cd3e4286a83af47dc636e2608878315948c0c399
Meydan,api,4759.08,Retail Sale Of Household Articles And Equipment N.E.C.,retail sale of household articles and equipment n e c,Trading,Active,Low,No,No,,,,"{'SN': 477, 'Category': 'Trading', 'Group': 475, 'Code': '4759.08', 'Activity Name': 'Retail Sale Of Household Articles And Equipment N.E.C.', 'النشاط': 'البيع بالتجزئة للادوات والمعدات المنزلية، غير المصنفة في موضع اخر', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",b9dba54cdc670fa181556db96466f4a9c728e09b472f01da4f6d59a7664b22d5
Meydan,api,4759.85,Chandeliers Trading,chandeliers trade,Trading,Active,Low,No,No,,,,"{'SN': 478, 'Category': 'Trading', 'Group': 475, 'Code': '4759.85', 'Activity Name': 'Chandeliers Trading', 'النشاط': 'تجارة الثريات', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",2af9ddb697383aeacc0e87f7ff02e16ee6f7be43cced1c7d1533c16c9178e164
Meydan,api,4759.86,Light Fitting & Fixtures Trading,light fitting and fixtures trade,Trading,Active,Low,No,No,,,,"{'SN': 479, 'Category': 'Trading', 'Group': 475, 'Code': '4759.86', 'Activity Name': 'Light Fitting & Fixtures Trading', 'النشاط': 'تجارة ادوات الانارة ولوازمها', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",ad4ecb339f5c1c045d899ace2dca10c469d42a5347a23a44d37669326ddb3dca
Meydan,api,4759.87,Cutlery & Silverware Trading,cutlery and silverware trade,Trading,Active,Low,No,No,,,,"{'SN': 480, 'Category': 'Trading', 'Group': 475, 'Code': '4759.87', 'Activity Name': 'Cutlery & Silverware Trading', 'النشاط': 'تجارة الفضيات وادوات المائدة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",f594c2233f9305effd4e7c856e2fbd6fe6235a86fa497ce58fd93e0a62d24133
Meydan,api,4759.88,Household Utensils Trading,household utensils trade,Trading,Active,Low,No,No,,,,"{'SN': 481, 'Category': 'Trading', 'Group': 475, 'Code': '4759.88', 'Activity Name': 'Household Utensils Trading', 'النشاط': 'تجارة الادوات والاواني المنزلية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",896d00a72436bda3650b4362cf445e7e538e84a010c915efe3b1c1383c7c7756
Meydan,api,4759.89,Air-Condition Trading,air condition trade,Trading,Active,Low,No,No,,,,"{'SN': 482, 'Category': 'Trading', 'Group': 475, 'Code': '4759.89', 'Activity Name': 'Air-Condition Trading', 'النشاط': 'تجارة مكيفات الهواء', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",267f5c9d9e61c1f4c19bc32b66746e7402448ca3fbafaf05eb8e5f0d81d7e400
Meydan,api,4759.90,Antennas Trading,antennas trade,Trading,Active,Low,No,No,,,,"{'SN': 483, 'Category': 'Trading', 'Group': 475, 'Code': '4759.90', 'Activity Name': 'Antennas Trading', 'النشاط': 'تجارة الهوائيات', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",63cb727d40acd820d8d640d93924c2541060a6c5dc6a8d337d899b0ccc71afc3
Meydan,api,4759.91,Ceramic & Chinaware Trading,ceramic and chinaware trade,Trading,Active,Low,No,No,,,,"{'SN': 484, 'Category': 'Trading', 'Group': 475, 'Code': '4759.91', 'Activity Name': 'Ceramic & Chinaware Trading', 'النشاط': 'تجارة الخزف والصيني', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",35441b08d3a5102db2185c928d92118ce8ea32b76f31d81bdcc93bf99017bc54
Meydan,api,4759.92,Cookers & Cook Stoves Trading,cookers and cook stoves trade,Trading,Active,Low,No,No,,,,"{'SN': 485, 'Category': 'Trading', 'Group': 475, 'Code': '4759.92', 'Activity Name': 'Cookers & Cook Stoves Trading', 'النشاط': 'تجارة المواقد والافران والطابخات', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",f145ed41548465e8d058e655048907567762a8af9fd137b5c17ebd6992ca14a3
Meydan,api,4759.93,"Refrigerators, Washing Machines & Household Electrical Appliances Trading",refrigerators washing machines and household electrical appliances trade,Trading,Active,Low,No,No,,,,"{'SN': 486, 'Category': 'Trading', 'Group': 475, 'Code': '4759.93', 'Activity Name': 'Refrigerators, Washing Machines & Household Electrical Appliances Trading', 'النشاط': 'تجارة الثلاجات والغسالات والاجهزة الكهربائية المنزلية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",0bd501dc45c9096a050eb7e0ea15656d512c431ebd3d206fde2f8b8b7d336869
Meydan,api,4759.94,Cloth Hangers Trading,cloth hangers trade,Trading,Active,Low,No,No,,,,"{'SN': 487, 'Category': 'Trading', 'Group': 475, 'Code': '4759.94', 'Activity Name': 'Cloth Hangers Trading', 'النشاط': 'تجارة علاقات الملابس', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",cf8826c1d027522fabd02005c0300cf39f6563504fdf2238228509ed9b8f5dd6
Meydan,api,4759.95,Video Games Consoles Trading,video games consoles trade,Trading,Active,Low,No,No,,,,"{'SN': 488, 'Category': 'Trading', 'Group': 475, 'Code': '4759.95', 'Activity Name': 'Video Games Consoles Trading', 'النشاط': 'تجارة اجهزة تشغيل العاب الفيديو', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",4c275432664a39060f2a2a90450858ca81a0ff9bac06bdb34f2c65c65916f161
Meydan,api,4759.96,Domestic Kitchen & Fixture Trading,domestic kitchen and fixture trade,Trading,Active,Low,No,No,,,,"{'SN': 489, 'Category': 'Trading', 'Group': 475, 'Code': '4759.96', 'Activity Name': 'Domestic Kitchen & Fixture Trading', 'النشاط': 'تجارة المطابخ المنزلية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",c5ee9c47234e128db61244607f0791cd2b57998d437e4d21c035ae92c9297099
Meydan,api,4759.97,Sponge Mattresses Trading,sponge mattresses trade,Trading,Active,Low,No,No,,,,"{'SN': 490, 'Category': 'Trading', 'Group': 475, 'Code': '4759.97', 'Activity Name': 'Sponge Mattresses Trading', 'النشاط': 'تجارة المراتب وفرش الاسفنج', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",7ec8d4fbc357fcc1b8616424a45db8f6af2c7689736c8995d1dbc254719b75af
Meydan,api,4759.98,"Bamboo, Cane & Wicker Products Trading",bamboo cane and wicker products trade,Trading,Active,Low,No,No,,,,"{'SN': 491, 'Category': 'Trading', 'Group': 475, 'Code': '4759.98', 'Activity Name': 'Bamboo, Cane & Wicker Products Trading', 'النشاط': 'تجارة منتجات الخيزران والغاب والخوص وماشابهها', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",3209fe34e343c39025eff0bb084834bf733da4c89e10a01d82690b82b1fa7583
Meydan,api,4759.99,Wax Candles Trading,wax candles trade,Trading,Active,Low,No,No,,,,"{'SN': 492, 'Category': 'Trading', 'Group': 475, 'Code': '4759.99', 'Activity Name': 'Wax Candles Trading', 'النشاط': 'تجارة الشموع', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",3eaf040595fd1ffb7fe0e0f1f1d0607ba01d6fd9fcd8b735098bca348471359d
Meydan,api,4760.00,Retail Sale Of Cultural And Recreation Goods In Specialized Stores,retail sale of cultural and recreation goods in specialized stores,Trading,Active,Low,No,No,,,,"{'SN': 493, 'Category': 'Trading', 'Group': 476, 'Code': '4760.00', 'Activity Name': 'Retail Sale Of Cultural And Recreation Goods In Specialized Stores', 'النشاط': 'بيع المواد الثقافية والترفيهية بالتجزئة في المتاجر المتخصصة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",09b863a6d5ba123a65876cd58193cab1b65304e0fb02f6fbc8997622fbc83e74
Meydan,api,4761.00,"Retail Sale Of Books, Newspapers And Stationary In Specialized Stores",retail sale of books newspapers and stationary in specialized stores,Trading,Active,Low,No,No,,,,"{'SN': 494, 'Category': 'Trading', 'Group': 476, 'Code': '4761.00', 'Activity Name': 'Retail Sale Of Books, Newspapers And Stationary In Specialized Stores', 'النشاط': 'بيع الكتب والصحف والادوات الكتابية بالتجزئة في المتاجر المتخصصة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",b88245b6a8a6aa23ea1f081f5cac36d8dbdb80ccb1a9912b91fb7cac84f83b3b
Meydan,api,4761.01,Retail Sale Of Books Of All Kinds,retail sale of books of all kinds,Trading,Active,Low,No,No,,,,"{'SN': 495, 'Category': 'Trading', 'Group': 476, 'Code': '4761.01', 'Activity Name': 'Retail Sale Of Books Of All Kinds', 'النشاط': 'بيع الكتب بالتجزئة من جميع الانواع', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",0e7134f063ab1bf8ccfb6eb613cc4f2979c1fef30ba2dd4bd76ca6042d6beec7
Meydan,api,4761.02,Retail Sale Of Newspapers And Stationery,retail sale of newspapers and stationery,Trading,Active,Low,No,No,,,,"{'SN': 496, 'Category': 'Trading', 'Group': 476, 'Code': '4761.02', 'Activity Name': 'Retail Sale Of Newspapers And Stationery', 'النشاط': 'بيع الصحف والمجلات والادوات الكتابية بالتجزئة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",d4e53a8c810debbd43de4eb98b8c34260430036c05c811b2a528eecbe6ca0253
Meydan,api,4761.03,"Retail Sale Of Office Supplies Such As Pens, Pencils, Paper Etc.",retail sale of office supplies such as pens pencils paper etc,Trading,Active,Low,No,No,,,,"{'SN': 497, 'Category': 'Trading', 'Group': 476, 'Code': '4761.03', 'Activity Name': 'Retail Sale Of Office Supplies Such As Pens, Pencils, Paper Etc.', 'النشاط': 'بيع التجهيزات المكتبية بالتجزئة، مثل اقلام الحبر والرصاص والاوراق، الخ', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",cab03cbed14318546012dcbbcce54a7fef2a9c37017d321480f71d61c3b945ed
Meydan,api,4761.93,Books Trading,books trade,Trading,Active,Low,No,No,,,,"{'SN': 498, 'Category': 'Trading', 'Group': 476, 'Code': '4761.93', 'Activity Name': 'Books Trading', 'النشاط': 'تجارة الكتب', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",72497441b1e511d5f95e3616e0928f9e1238ab87b9a6564b740e30e74da99c6d
Meydan,api,4761.94,Educational Aids Trading,educational aids trade,Trading,Active,Low,No,No,,,,"{'SN': 499, 'Category': 'Trading', 'Group': 476, 'Code': '4761.94', 'Activity Name': 'Educational Aids Trading', 'النشاط': 'تجارة الوسائل والنماذج التعليمية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",0e597edbf4cf47d841adc8fcf016b3b2cf9e56ffd5454314d26fef12e41a55f6
Meydan,api,4761.95,Stationery Trading,stationery trade,Trading,Active,Low,No,No,,,,"{'SN': 500, 'Category': 'Trading', 'Group': 476, 'Code': '4761.95', 'Activity Name': 'Stationery Trading', 'النشاط': 'تجارة الادوات المكتبية وادوات الكتابة والرسم', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",39648d5043d0eed4d506416d9774d5dc1f2341a01b66a6fb3d86792749ae2cf4
Meydan,api,4761.96,Advertising Requisites Trading,advertising requisites trade,Trading,Active,Low,No,No,,,,"{'SN': 501, 'Category': 'Trading', 'Group': 476, 'Code': '4761.96', 'Activity Name': 'Advertising Requisites Trading', 'النشاط': 'تجارة الوسائل والادوات الاعلانية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",9c0c3f06a9f115820ac3854cd44a324f531ad18bcb3b2731862019a0df231eb7
Meydan,api,4761.97,Newspapers & Magazines Trading,newspapers and magazines trade,Trading,Active,Low,No,No,,,,"{'SN': 502, 'Category': 'Trading', 'Group': 476, 'Code': '4761.97', 'Activity Name': 'Newspapers & Magazines Trading', 'النشاط': 'تجارة الصحف والمجلات', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",f914af2efb5a23b322cb93cb52182981564ab2d4f7baa9ef4c06d3f81fedd985
Meydan,api,4761.98,Invitation & Greeting Cards Trading,invitation and greeting cards trade,Trading,Active,Low,No,No,,,,"{'SN': 503, 'Category': 'Trading', 'Group': 476, 'Code': '4761.98', 'Activity Name': 'Invitation & Greeting Cards Trading', 'النشاط': 'تجارة بطاقات التهنئة والدعوة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",66201a2c3a3ef8cef63bd6eca4c9f974b2f0cb50e828d2d0121a8fe0f0c1c6d3
Meydan,api,4761.99,Multi-Dimensional Images Trading (Hologram),multi dimensional images trade hologram,Trading,Active,Low,No,No,,,,"{'SN': 504, 'Category': 'Trading', 'Group': 476, 'Code': '4761.99', 'Activity Name': 'Multi-Dimensional Images Trading (Hologram)', 'النشاط': 'تجارة الصور عديدة الابعاد (الهولوغرام)', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",1ab8b4578e5a2741f7236783540f297cbc5e12a77b2d14831e7bf01f7dcb0207
Meydan,api,4762.00,Retail Sale Of Music And Video Recordings In Specialized Stores,retail sale of music and video recordings in specialized stores,Trading,Active,Low,No,No,,,,"{'SN': 505, 'Category': 'Trading', 'Group': 476, 'Code': '4762.00', 'Activity Name': 'Retail Sale Of Music And Video Recordings In Specialized Stores', 'النشاط': 'بيع التسجيلات الموسيقية وتسجيلات الفيديو بالتجزئة في المتاجر المتخصصة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",ac6b325867c3771a28e0d8c6a3eb5e0c1ec109282675b273c2d820bab8c36060
Meydan,api,4762.01,"Retail Sale Of Musical Records, Audio Tapes, Compact Discs And Cassettes",retail sale of musical records audio tapes compact discs and cassettes,Trading,Active,Low,No,No,,,,"{'SN': 506, 'Category': 'Trading', 'Group': 476, 'Code': '4762.01', 'Activity Name': 'Retail Sale Of Musical Records, Audio Tapes, Compact Discs And Cassettes', 'النشاط': 'بيع الاسطوانات والشرائط والاقراص والكاسيتات الموسيقية بالتجزئة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",effd401b40e4d7072258f19394af641e41bb0e772981cf03447aebf1150ec5ec
Meydan,api,4762.02,Retail Sale Of Video Tapes And Dvds,retail sale of video tapes and dvds,Trading,Active,Low,No,No,,,,"{'SN': 507, 'Category': 'Trading', 'Group': 476, 'Code': '4762.02', 'Activity Name': 'Retail Sale Of Video Tapes And Dvds', 'النشاط': 'بيع شرائط الفيديو واقراص الفيديو الرقمية بالتجزئة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",0ae24c234b533a6c75c425d10806687f32c81e57c43ca5c60f1e6aa1ec1488df
Meydan,api,4762.03,Retail Sale Of Blank Tapes And Discs,retail sale of blank tapes and discs,Trading,Active,Low,No,No,,,,"{'SN': 508, 'Category': 'Trading', 'Group': 476, 'Code': '4762.03', 'Activity Name': 'Retail Sale Of Blank Tapes And Discs', 'النشاط': 'بيع الشرائط والاقراص غير المسّجلة بالتجزئة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",e741506e8b38b2d30f25f80a7e3c112d0d57a26a20118138395b73c43ccce40f
Meydan,api,4762.96,Blank Cassette Trading,blank cassette trade,Trading,Active,Low,No,No,,,,"{'SN': 509, 'Category': 'Trading', 'Group': 476, 'Code': '4762.96', 'Activity Name': 'Blank Cassette Trading', 'النشاط': 'تجارة شرائط التسجيل غير المسجلة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",6898e18281489613617e00b9f6f531105b00531bb8dda3e6773c799591127165
Meydan,api,4762.97,Audio Recorded Media Trading,audio recorded media trade,Trading,Active,Low,No,No,UAEMC (UAE Media Council),PRE,,"{'SN': 510, 'Category': 'Trading', 'Group': 476, 'Code': '4762.97', 'Activity Name': 'Audio Recorded Media Trading', 'النشاط': 'تجارة الوسائط السمعية', 'Third Party': 'UAEMC (UAE Media Council)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",3b97a211ee7b038b018bf8b47c26249fd3ba23a1e7e71ad436e81c4345818c94
Meydan,api,4762.98,Visual Recorded Media Trading,visual recorded media trade,Trading,Active,Low,No,No,UAEMC (UAE Media Council),PRE,,"{'SN': 511, 'Category': 'Trading', 'Group': 476, 'Code': '4762.98', 'Activity Name': 'Visual Recorded Media Trading', 'النشاط': 'تجارة الوسائط البصرية', 'Third Party': 'UAEMC (UAE Media Council)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",94bce53d27ee167a224b1d4def88bf205863c1c5dda39f241312c2c3ddae4741
Meydan,api,4762.99,Motion Picture Trading,motion picture trade,Trading,Active,Low,No,No,UAEMC (UAE Media Council),PRE,,"{'SN': 512, 'Category': 'Trading', 'Group': 476, 'Code': '4762.99', 'Activity Name': 'Motion Picture Trading', 'النشاط': 'تجارة الافلام السينمائية', 'Third Party': 'UAEMC (UAE Media Council)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",8f3f827121031b8345afb34d9bb49854e884b1b31d956c09e4c05f0c4ea7b455
Meydan,api,4763.00,Retail Sale Of Sporting Equipment In Specialized Stores,retail sale of sporting equipment in specialized stores,Trading,Active,Low,No,No,,,,"{'SN': 513, 'Category': 'Trading', 'Group': 476, 'Code': '4763.00', 'Activity Name': 'Retail Sale Of Sporting Equipment In Specialized Stores', 'النشاط': 'بيع الادوات الرياضية بالتجزئة في المتاجر المتخصصة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",d065a542097db7ce8b7da984b2a2cbb22577a22428bc393c4659644aac1796ca
Meydan,api,4763.01,"Retail Sale Of Sports Goods, Fishing Gear, Camping Goods, Boats And Bicycles",retail sale of sports goods fishing gear camping goods boats and bicycles,Trading,Active,Low,No,No,,,,"{'SN': 514, 'Category': 'Trading', 'Group': 476, 'Code': '4763.01', 'Activity Name': 'Retail Sale Of Sports Goods, Fishing Gear, Camping Goods, Boats And Bicycles', 'النشاط': 'البيع بالتجزئة للادوات الرياضية وادوات الصيد وادوات المخيّمات والزوارق والدّراجات', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",2a828924292118f62822fbc2f94e1e25df4e3ed06fdce89090a565a6a524a86d
Meydan,api,4763.89,Hunting Requisites Trading,hunting requisites trade,Trading,Active,High,No,No,SIRA (Security Industry Regulatory Agency),PRE,,"{'SN': 515, 'Category': 'Trading', 'Group': 476, 'Code': '4763.89\xa0', 'Activity Name': 'Hunting\u202fRequisites Trading\xa0', 'النشاط': 'تجارة أدوات الصيد البري', 'Third Party': 'SIRA (Security Industry Regulatory Agency)', 'When': 'PRE', 'Risk Rating': 'High', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",b1633e103fb5207166c08f687c6e39c7a5b834af16218c9abffbb5534207e716
